id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1632649,https://www.airbnb.com/rooms/1632649,2.02501E+13,30/01/2025,city scrape,New & Unique Location View Recoleta,"Architect designed 2 bedroom 2 bathroom apartment in brilliant location. <br />The apartment was completely renovated using some of the best materials in the market, including all windows change for acoustic ones.  A surprising an beautiful place to be","The location is just amazing!. <br />You are in the heart of Recoleta – perhaps the best neighbourhood in South America!? The famous café bar La Biela just across the street, the Alvear Palace Hotel 2 blocks away, Recoleta Village Mall with shops and cinemas  also 2 blocks away. There are a dozen pleasant bars and restaurants very close and even more shops – mostly elegant. A very good supermarket is 3½ blocks away. <br />Tourist office is across the street and near by a taxi stop.",https://a0.muscache.com/pictures/48242816/a683cc91_original.jpg,8617116,https://www.airbnb.com/users/show/8617116,Carlos,03/09/2013,"Buenos Aires, Argentina","I lived and worked as an architect and designer for 25 years in Florence and Milano enjoying the beauty, aesthetics and skills that Italy and Europe have to offer.
Traveling was a mayor issue for us and we lived in different places that helped us to gain knowledge in this business,....now returning to Buenos Aires we archive to give maximun comfort to our guests.
Buenos Aires has a lot to offer, get ready to enjoy it.

",within an hour,100%,94%,t,https://a0.muscache.com/im/users/8617116/profile_pic/1399521371/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8617116/profile_pic/1399521371/original.jpg?aki_policy=profile_x_medium,Recoleta,6,6,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Recoleta,,-34.58864,-58.39132,Entire rental unit,Entire home/apt,4,2,2 baths,2,3,"[""Bathtub"", ""Bed linens"", ""Hair dryer"", ""Clothing storage: closet"", ""Outdoor furniture"", ""Heating"", ""Paid parking off premises"", ""Dishes and silverware"", ""Dishwasher"", ""Elevator"", ""Essentials"", ""Oven"", ""Drying rack for clothing"", ""Hangers"", ""40 inch HDTV with standard cable"", ""Microwave"", ""Private patio or balcony"", ""Room-darkening shades"", ""Hot water kettle"", ""Park view"", ""Paid parking garage on premises"", ""AC - split type ductless system"", ""Ariston induction stove"", ""Hot water"", ""Wine glasses"", ""Wifi"", ""Dining table"", ""Toaster"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Bidet"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen"", ""Freezer"", ""Safe""]",171395,3,90,3,3,1125,1125,3,1125,,t,21,34,45,256,30/01/2025,115,7,0,239,8,42,7198590,28/06/2015,10/11/2024,4.83,4.89,4.85,4.91,4.96,4.96,4.82,,f,2,2,0,0,0.98
1635738,https://www.airbnb.com/rooms/1635738,2.02501E+13,30/01/2025,city scrape,"Encantador y Moderno Apto. ""Lounge""","Attractive and bright recycled semipso of 60 m2 in neighborhood Las Cañitas, near Av. Libertador, Hipódromo and Campo Argentino de Polo; surrounded by bars, restaurants, shopping and means of transport. Spacious living-dining room with kitchen integrated bar.",Nearest areas:<br />El Solar de la Abbey Shopping – Hipódromo – Casino - Polo Field - Train Station - Buses - University - Restaurants - Bars - Nightclubs - Bank - Laundry – Gym - Police – Church – Mosque - Supermarket,https://a0.muscache.com/pictures/miso/Hosting-1635738/original/8a5da145-b8b2-4f0b-a2d7-767407188a50.jpeg,1036809,https://www.airbnb.com/users/show/1036809,Edgardo,29/08/2011,"Buenos Aires, Argentina","Soy Edgardo, casado, con tres hijos. Soy abogado de profesión y escritor por pasión; me encanta viajar y conocer el mundo y a su gente. Soy administrador de este hermoso departamento que es refugio de muchos amigos que visitan Buenos Aires.    ",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/1036809/profile_pic/1378570069/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1036809/profile_pic/1378570069/original.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.56902,-58.4317,Entire condo,Entire home/apt,4,1.5,1.5 baths,2,3,"[""Air conditioning"", ""Stainless steel oven"", ""Hair dryer"", ""Heating"", ""Washer \u2013\u00a0In unit"", ""Dishes and silverware"", ""Elevator"", ""Paid parking off premises"", ""Essentials"", ""50 inch HDTV with Chromecast, premium cable"", ""Drying rack for clothing"", ""Hangers"", ""Laundromat nearby"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Electric stove"", ""Toaster"", ""Dryer"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Bidet"", ""Clothing storage"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Freezer"", ""Safe"", ""Baking sheet""]",68264,7,180,7,7,1125,1125,7,1125,,t,0,0,29,304,30/01/2025,4,0,0,275,0,0,0,23/11/2018,20/07/2023,5,4.25,5,5,5,5,5,,t,1,1,0,0,0.05
1640097,https://www.airbnb.com/rooms/1640097,2.02501E+13,30/01/2025,previous scrape,Un refugio en Buenos Aires para 4,,,https://a0.muscache.com/pictures/23614538/63550a04_original.jpg,8708224,https://www.airbnb.com/users/show/8708224,Bernardo,08/09/2013,,,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/8708224/profile_pic/1378666351/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8708224/profile_pic/1378666351/original.jpg?aki_policy=profile_x_medium,San Nicolás,1,1,"['email', 'phone']",t,f,,San Nicolas,,-34.60309,-58.38623,Entire rental unit,Entire home/apt,4,null,1 bath,2,null,"[""Air conditioning"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Wifi"", ""Heating"", ""Kitchen"", ""Breakfast"", ""Elevator""]",null,1,1125,1,1,1125,1125,1,1125,,,0,0,0,0,30/01/2025,5,0,0,0,0,0,null,03/01/2015,21/07/2019,4,4.8,3.8,5,5,5,4,,f,1,1,0,0,0.04
1645017,https://www.airbnb.com/rooms/1645017,2.02501E+13,30/01/2025,city scrape,"High class building, 2 rooms, 1BR apt","Unbeatable location in one of the most elegant & historic neighborhoods of Buenos Aires. Near the financial center, the Plaza San Martín and Puerto Madero.<br /><br />The apartment is for exclusive use of the guests and offers fully usable 50 square meters. <br /><br />It has a bedroom with one or 2 beds of your choice, a living room with a sofa bed for 2 people (the sofa bed is suitable for couples or children) and a balcony facing the street, a full kitchen and a full bathroom.",,https://a0.muscache.com/pictures/34901320/033711e9_original.jpg,8549010,https://www.airbnb.com/users/show/8549010,David,31/08/2013,"Buenos Aires, Argentina","My name is David and I live with my wonderful family in a beautiful suburb of Buenos Aires. I am a freelance IT professional. Today I live a little more relaxed than in previous years when I was Director of a few American companies .
My family consists of my extraordinary woman , 5 children and 3 dogs Border Collie . We spend a lot of time to cultural activities such as film, music, literature and painting and children also enjoyed sports. We love to travel all together and we have already visited very many countries but we still have a long way to go .

Me llamo David y vivo junto a mi maravillosa familia en un hermoso suburbio de Buenos Aires. Soy un profesional independiente de IT, vivo un poco más relajado que en años anteriores en los que fui Director de un par de Empresas americanas.
Mi familia está compuesta por mi extraordinaria mujer, 5 hijos y 3 perras Border Collie. Dedicamos mucho tiempo a actividades culturales como cine, música, literatura y pintura y con los niños también disfrutamos muc...",within an hour,100%,83%,f,https://a0.muscache.com/im/users/8549010/profile_pic/1378756108/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8549010/profile_pic/1378756108/original.jpg?aki_policy=profile_x_medium,Retiro,1,2,"['email', 'phone']",t,t,,Retiro,,-34.59516,-58.37548,Entire rental unit,Entire home/apt,3,1,1 bath,1,4,"[""Air conditioning"", ""Keypad"", ""Bed linens"", ""Hair dryer"", ""TV with standard cable"", ""Clothing storage: closet"", ""Outdoor furniture"", ""Heating"", ""Dedicated workspace"", ""Blender"", ""Paid parking off premises"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Drying rack for clothing"", ""Hangers"", ""Whirlpool refrigerator"", ""Laundromat nearby"", ""Microwave"", ""Private patio or balcony"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Body soap"", ""Sound system"", ""Self check-in"", ""Toaster"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Iron"", ""Long term stays allowed"", ""Kitchen""]",27001,3,1125,1,3,1125,1125,2.8,1125,,t,29,59,89,364,30/01/2025,34,4,1,335,3,24,648024,01/07/2014,05/01/2025,4.71,4.76,4.65,4.94,4.91,4.94,4.78,,f,1,1,0,0,0.26
1231023,https://www.airbnb.com/rooms/1231023,2.02501E+13,30/01/2025,city scrape,Duplex in Palermo Soho,"As a traveler, I know how important it is to have more than a good place to stay, it's to have a place to call home. <br />I'm sure you're going to enjoy it as much as we are when we're there!","Palermo Soho, a trendy area known for its trendy cafes and unique designer shops, crowded with customers on weekends. The same goes for Palermo Hollywood, popular for its many restaurants, bars and clubs, which make it the ideal place to go out at night and celebrate special occasions. The city's largest park, Bosques de Palermo, is this neighborhood's best-known landmark and a popular destination for strolling through nature, picnicking, skating, and biking.<br /><br />Palermo Soho, a hip area known for its trendy cafes and unique designer shops, packed with customers on weekends. The same goes for Palermo Hollywood, popular for its many restaurants, bars and nightclubs, which make it the ideal place to go out at night and celebrate special occasions. The city's largest park, Bosques de Palermo, is the neighborhood's best-known landmark and a popular destination for nature walks, picnics, rollerblading, and cycling.",https://a0.muscache.com/pictures/miso/Hosting-1231023/original/b61bac82-841a-45a3-948b-c5f9d23be3f3.jpeg,6350158,https://www.airbnb.com/users/show/6350158,Osvaldo,12/05/2013,"Madrid, Spain","Hola, Hello, Salut, Hallo!!
Me llamo Osvaldo Montes y estoy seguro de que te sentirás como en casa!

",within a day,100%,93%,f,https://a0.muscache.com/im/pictures/user/User-6350158/original/3e6463b7-4b51-4078-9307-0ef1f19e4290.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-6350158/original/3e6463b7-4b51-4078-9307-0ef1f19e4290.jpeg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.58095,-58.42477,Entire condo,Entire home/apt,6,1.5,1.5 baths,2,3,"[""First aid kit"", ""Double oven"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""Clothing storage: closet"", ""Outdoor furniture"", ""Heating - split type ductless system"", ""Dedicated workspace"", ""Blender"", ""Dishes and silverware"", ""Elevator"", ""Fast wifi \u2013 145 Mbps"", ""Essentials"", ""Barbecue utensils"", ""Drying rack for clothing"", ""Hangers"", ""52 inch HDTV with standard cable"", ""Ethernet connection"", ""Laundromat nearby"", ""Microwave"", ""Private patio or balcony"", ""Room-darkening shades"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Wine glasses"", ""Hot water"", ""Private BBQ grill: charcoal"", ""Coffee maker: espresso machine, Nespresso"", ""Dining table"", ""Paid parking lot off premises"", ""Body soap"", ""Shampoo"", ""City skyline view"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Cooking basics"", ""Host greets you"", ""Iron"", ""Shower gel"", ""Bidet"", ""Refrigerator"", ""Gas stove"", ""Fire extinguisher"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen"", ""Freezer"",...",121252,3,180,3,3,180,180,3,180,,t,24,51,69,245,30/01/2025,64,6,0,245,7,36,4365072,05/12/2013,13/10/2024,4.78,4.8,4.75,4.92,4.92,4.91,4.7,,f,1,1,0,0,0.47
1231772,https://www.airbnb.com/rooms/1231772,2.02501E+13,30/01/2025,city scrape,Palermo Soho Beautiful Studio,"Located in the unique neighborhood of Palermo Soho, the coolest neighborhood in Buenos Aires, full of restaurants, bars, designer boutiques, cafes, art galleries. Ideally located to live like a local with very easy access to mayor subways and buses.",,https://a0.muscache.com/pictures/18545371/4629c340_original.jpg,108797921,https://www.airbnb.com/users/show/108797921,Lucrecia,28/12/2016,"Buenos Aires, Argentina","” Si quieres entender el Universo piensa en energía, frecuencia y vibración” Nikola Tesla .",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/4dcf1b3d-ab95-47d9-88c9-5a23e8aa3bba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4dcf1b3d-ab95-47d9-88c9-5a23e8aa3bba.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Palermo,,-34.58951,-58.42214,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Bathtub"", ""Air conditioning"", ""Backyard"", ""TV"", ""Patio or balcony"", ""Bed linens"", ""Hair dryer"", ""Clothing storage: closet"", ""Heating"", ""Paid washer \u2013 In building"", ""Dryer \u2013 In building"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""BBQ grill"", ""Drying rack for clothing"", ""Hangers"", ""Microwave"", ""Single level home"", ""Hornito electrico oven"", ""Room-darkening shades"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Hot water"", ""Wifi"", ""Electric stove"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Exterior security cameras on property"", ""Host greets you"", ""Bidet"", ""Pool"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen""]",26255,10,720,7,7,720,720,7,720,,t,24,54,84,359,30/01/2025,219,4,1,330,4,80,2100400,05/08/2013,15/01/2025,4.76,4.85,4.73,4.83,4.8,4.94,4.71,,f,1,1,0,0,1.57
1233926,https://www.airbnb.com/rooms/1233926,2.02501E+13,30/01/2025,city scrape,Enjoy Bs As Amazing Loft @Palermo Unique View N16C,"Modern Loft located in the heart of Palermo Hollywood, with a unique terrace overlooking Buenos Aires and the river.<br />Building has 24 hour security doormen, gym, sauna and a terrace outdoor seasonal pool.<br />Central Location walkable to an amazing foodie offer like restaurants, bars and/or coffees.","Palermo Hollywood is one of the most vibrant neighborhoods  in the city, with plenty of options for eating, drinks, shopping. It's 10 mins away from Plaza Armenia, the heart of Palermo Soho. This is a neighborhood to explore slowly, walking its many streets, and being open to the many surprises it offers",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIzMzkyNg%3D%3D/original/0d71f997-eb03-48b8-99ce-4b6b19be0308.jpeg,6729215,https://www.airbnb.com/users/show/6729215,Juan,04/06/2013,"A Coruña, Spain","I'm an argentine guy, that has been away from Argentina for almost 8 years now, I'm now living in New York after some years in Africa, and well our usual destinations are typically Madrid in Spain and Necochea, Argentina, where our families live. ",within an hour,100%,97%,t,https://a0.muscache.com/im/users/6729215/profile_pic/1370337133/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6729215/profile_pic/1370337133/original.jpg?aki_policy=profile_x_medium,Palermo,2,3,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Palermo,,-34.58211,-58.43107,Entire loft,Entire home/apt,4,1.5,1.5 baths,1,2,"[""Bathtub"", ""Le marque  body soap"", ""Other induction stove"", ""Stainless steel oven"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""Clothing storage: closet"", ""Outdoor furniture"", ""Heating - split type ductless system"", ""Dedicated workspace"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Le Marque conditioner"", ""Elevator"", ""Essentials"", ""Crib"", ""Hot tub"", ""Hangers"", ""Shared outdoor pool - available seasonally, open specific hours, rooftop"", ""Ethernet connection"", ""Coffee maker: espresso machine"", ""Laundromat nearby"", ""Microwave"", ""Private patio or balcony"", ""Le Marque  shampoo"", ""Sun loungers"", ""Room-darkening shades"", ""Hot water kettle"", ""Coffee"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Wine glasses"", ""Hot water"", ""Fast wifi \u2013 417 Mbps"", ""Dining table"", ""Shared sauna"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Toaster"", ""Outdoor dining area"", ""Smoke alarm"", ""Extra pillows and blankets"", ""50 inch HDTV with sta...",71688,1,1125,2,2,1125,1125,2,1125,,t,10,35,58,304,30/01/2025,13,13,0,304,13,78,5591664,23/07/2024,06/12/2024,4.77,4.85,4.31,5,5,4.92,4.77,,t,1,1,0,0,2.03
1235204,https://www.airbnb.com/rooms/1235204,2.02501E+13,30/01/2025,city scrape,Luxury 1bdr in Palermo Hollywood,,,https://a0.muscache.com/pictures/miso/Hosting-1235204/original/81fc51e1-a78b-44bd-86af-a393e0aec40b.jpeg,3771282,https://www.airbnb.com/users/show/3771282,Markus Theodorus Gerardus,05/10/2012,"Buenos Aires, Argentina","Hi to all,

Welcome to Buenos Aires, although originally not from Argentina having lived here quite a while I would love to give travellers the opportunity to stay for while here in our homes to get a truly ""local"" experience!


",within a few hours,96%,62%,f,https://a0.muscache.com/im/users/3771282/profile_pic/1349889113/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3771282/profile_pic/1349889113/original.jpg?aki_policy=profile_x_medium,Palermo,39,41,"['email', 'phone', 'work_email']",t,t,,Palermo,,-34.57718,-58.43845,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,1,1,"[""Backyard"", ""Air conditioning"", ""Patio or balcony"", ""Hair dryer"", ""TV with standard cable"", ""Heating"", ""Paid parking off premises"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Crib"", ""Hangers"", ""Microwave"", ""Shared pool"", ""Washer"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Hot water"", ""Wifi"", ""Dryer"", ""Paid parking on premises"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Gym"", ""Long term stays allowed"", ""Kitchen"", ""Safe""]",147030,3,180,3,3,180,180,3,180,,t,30,52,82,357,30/01/2025,9,0,0,328,0,0,0,01/01/2014,07/02/2023,4.67,4.88,4.75,5,4.89,4.67,4.44,,f,38,38,0,0,0.07
1238318,https://www.airbnb.com/rooms/1238318,2.02501E+13,30/01/2025,city scrape,S5 - PRIVATE LUMINOUS ROOM ! CLASSIC and COMF,"PROMOTION PRICE: STAY +1WEEK. AVAILABLE FOR SINGLE OR COUPLE . TWO PRIVATE ROOMS IN MIDDLE SAN TELMO : SPACIUOS AND BRIGHT, STUDY DESK AND CLOSET. COMMON SPACES:BIG KITCHEN WITH 2 REFRIGERATORS, LAUNDRY ROOM, 2 TV SPACES, 3 BATHROOMS, TERRACE BBQ. ",SAN TELMO IS A CLASSIC NEIGHBORHOOD OF BUENOS AIRES WHERE YOU CAN FIND OLD AND NEW MIX. IS THE NEIGHBORHOOD FOR TANGO. WALK 2 BLOCKS ANYWHERE AND YOU WILL FIND IT . ALSO HAS VERY GOOD BBQS AND OTHER RESTAURANTS. EVERY WEEKEND THERE IS A BIG CRAFT MARKET IN THE STREETS AND THE MAIN SQUARE. AND IS GROWING TO BE A DESIGN CENTER.  ,https://a0.muscache.com/pictures/miso/Hosting-1238318/original/42b20eb4-cace-44b6-bc94-a7efe56c4400.jpeg,4372509,https://www.airbnb.com/users/show/4372509,Vicky,10/12/2012,"Buenos Aires, Argentina","Hi My name is Vicky, I am from Argentina, Buenos Aires. I love reading and writing. I love theatres plays and cinema. Happy to share good conversations.  
I rent private rooms to students and travellers who want to stay in a good vibe place . Housed are spacious and bright, with excellent out Doors space! Ubication is very good to find out Buenos Aires, and walk almost everywhere. Main universities are few blocks distance. 
My mother is the architect in charge of renewing classic appartments into modern, luminous and practical; and I am in charge of administration.  
  ;) Hope to meet you soon . ",within an hour,90%,100%,t,https://a0.muscache.com/im/pictures/user/3c2823d6-8d4f-49f5-8931-bf1c13047edb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c2823d6-8d4f-49f5-8931-bf1c13047edb.jpg?aki_policy=profile_x_medium,San Telmo,20,22,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",San Telmo,,-34.61689,-58.3717,Private room in rental unit,Private room,2,2.5,2.5 shared baths,1,3,"[""Backyard"", ""Ceiling fan"", ""Patio or balcony"", ""Bed linens"", ""Cleaning products"", ""Clothing storage: closet"", ""TV with standard cable"", ""Outdoor furniture"", ""Heating"", ""Dedicated workspace"", ""Private entrance"", ""Blender"", ""Dishes and silverware"", ""Outdoor shower"", ""Essentials"", ""Oven"", ""BBQ grill"", ""Cleaning available during stay"", ""Hangers"", ""Microwave"", ""Washer"", ""Room-darkening shades"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Hot water"", ""Wifi"", ""Dining table"", ""Building staff"", ""Self check-in"", ""Toaster"", ""Outdoor dining area"", ""Portable fans"", ""Cooking basics"", ""Coffee maker"", ""Bidet"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen"", ""Safe""]",22118,5,1125,30,30,1125,1125,30,1125,,t,0,0,0,207,30/01/2025,8,0,0,178,0,0,0,27/11/2013,19/02/2023,4.63,4.63,4,4.5,4.38,5,4.63,,f,20,2,18,0,0.06
1242572,https://www.airbnb.com/rooms/1242572,2.02501E+13,30/01/2025,city scrape,Enchanting Historic Loft with 2 Terraces,"This is an amazing loft with two levels and two terraces on the last floor of an antique building in the historic district of San Telmo. It's an unique apartment, very quiet and has a wonderful energy!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTI0MjU3Mg%3D%3D/original/de94d4f8-51a4-41eb-9e59-9a8f8861cf20.jpeg,6772625,https://www.airbnb.com/users/show/6772625,Stefanie,06/06/2013,,"We are Stefanie and Fernando, a German-Argentinian couple, and we love nature... that's why we've moved to Patagonia and are renting out our beautiful apartment in Buenos Aires. We've traveled a lot around the world and we are happy to share our experiences :-)",within an hour,100%,100%,f,https://a0.muscache.com/im/users/6772625/profile_pic/1370542408/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6772625/profile_pic/1370542408/original.jpg?aki_policy=profile_x_medium,San Telmo,1,2,['email'],t,t,,San Telmo,,-34.61650467,-58.37145233,Entire loft,Entire home/apt,3,1,1 bath,1,2,"[""Bathtub"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""Clothing storage: closet"", ""TV with standard cable"", ""Books and reading material"", ""Heating"", ""Outdoor furniture"", ""Dedicated workspace"", ""Blender"", ""Dishes and silverware"", ""Pets allowed"", ""Essentials"", ""Oven"", ""Drying rack for clothing"", ""Hangers"", ""Private backyard"", ""Microwave"", ""Private patio or balcony"", ""Stove"", ""Room-darkening shades"", ""AC - split type ductless system"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Body soap"", ""Toaster"", ""Outdoor dining area"", ""City skyline view"", ""Free washer \u2013 In unit"", ""Hammock"", ""Extra pillows and blankets"", ""Portable fans"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Bidet"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen"", ""Freezer""]",65713,10,720,10,10,720,720,10,720,,t,10,10,10,10,30/01/2025,3,0,0,10,0,0,0,19/01/2016,19/11/2023,5,5,5,5,5,5,5,,f,1,1,0,0,0.03
1246574,https://www.airbnb.com/rooms/1246574,2.02501E+13,30/01/2025,city scrape,Charming apartment heart Recoleta,"This is a nice studio on the top of a building in a very charming zone of Buenos Aires (Recoleta). It has a separate kitchen, very functional.<br /><br />The windows overlooking the terrace. The guests can use it, but this is a common space of the building<br />","This is a charming neighborhood, with a lot of cafés and restaurants, beatifuls squares. Elegant boutiques, shoe shops are common in this area: very close is Avenida Santa Fe and the most chic Avenue: Avenida Alvear, with mansions that today are luxurius hotels...<br />",https://a0.muscache.com/pictures/hosting/Hosting-1246574/original/09fe0ef8-16d4-4e68-a8ab-70135e431c66.jpeg,3176432,https://www.airbnb.com/users/show/3176432,Gisela,06/08/2012,"Buenos Aires, Argentina","Me gusta leer, el cine, pero sobre todo viajar. Mi deseo es poder ofrecer un lugar calido, (como aquellos que yo busco en otras ciudades) para  los viajeros que llegan a esta, mi ciudad, Buenos Aires.",within an hour,100%,93%,f,https://a0.muscache.com/im/users/3176432/profile_pic/1427069129/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3176432/profile_pic/1427069129/original.jpg?aki_policy=profile_x_medium,Monserrat,5,13,"['email', 'phone']",t,t,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",Recoleta,,-34.59375,-58.39045,Entire rental unit,Entire home/apt,2,1,1 bath,1,2,"[""Shared patio or balcony"", ""Dove body soap"", ""Air conditioning"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""TV with standard cable"", ""Heating"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Oven"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Hangers"", ""Laundromat nearby"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Shampoo"", ""Toaster"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Exterior security cameras on property"", ""Shower gel"", ""Bidet"", ""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen""]",29406,3,90,3,3,90,90,3,90,,t,29,59,89,364,30/01/2025,3,0,0,335,0,0,0,28/12/2014,30/06/2022,5,5,5,5,5,5,5,,f,5,5,0,0,0.02
